head_entity_label,head_entity,relationship,tail_entity_label,tail_entity
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",侵入途径,[侵入途径],"{""msds库"":msds库,""name"":吸入食入经皮吸收}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",气味,[气味],"{""msds库"":msds库,""name"":特殊臭味}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",眼睛防护措施,[眼睛防护措施],"{""name"":必要时,戴化学安全防护眼镜。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",英文名称,[英文名称],"{""name"":nitrocellulose,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",危险特性,[危险特性],"{""name"":暴露在空气中能自燃。本品遇到火星、高温、氧化剂以及大多数有机胺（对苯二甲胺等）会发生燃烧和爆炸。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",相对密度_水_1_,[相对密度_水_1_],"{""name"":1.23,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",性状,[性状],"{""name"":白色或微黄色,呈棉絮状或纤维状,无臭无味。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",应急处理,[应急处理],"{""name"":隔离泄漏污染区,限制出入。切断火源。建议应急处理人员戴防尘面具（全面罩）,穿防静电工作服。使用无火花工具收集于干燥、洁净、有盖的容器中,转移至安全场所。也可以在保证安全情况下,就地焚烧。若大量泄漏,收集回收或运至废物处理场所处置。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",废弃处理方法,[废弃处理方法],"{""name"":处置前应参阅国家和地方有关法规。建议用焚烧法处置。焚烧炉排出的氮氧化物通过洗涤器除去。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",分子量,[分子量],"{""name"":504.28,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",分解产物,[分解产物],"{""name"":一氧化碳、二氧化碳、氮氧化物。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",主要成分,[主要成分],"{""name"":纯品,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",用途,[用途],"{""name"":用于生产赛璐珞、影片、漆片、炸药等。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",溶解性,[溶解性],"{""name"":不溶于水,溶于酯、丙酮。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",形状,[形状],"{""msds库"":msds库,""name"":棉絮状；纤维状}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",其他有害作用,[其他有害作用],"{""name"":该物质对环境可能有危害，对水体应给予特别注意。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",是否分享,[是否分享],"{""name"":1,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",是否分享,[是否分享],"{""name"":1,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",皮肤接触,[皮肤接触],"{""name"":脱去污染的衣着,用流动清水冲洗。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",吸入,[吸入],"{""name"":脱离现场至空气新鲜处。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",急性毒性,[急性毒性],"{""name"":大鼠经口LD50：>5  mg/kg；小鼠经口LD50：>5 gm/kg,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",健康危害,[健康危害],"{""name"":硝化棉本身对健康基本无害。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",包装方法,[包装方法],"{""name"":。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",工程控制,[工程控制],"{""name"":密闭操作,局部排风。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",储运注意事项,[储运注意事项],"{""name"":铁路运输时须报铁路局进行试运,试运期为两年。试运结束后,写出试运报告,报铁道部正式公布运输条件。运输时运输车辆应配备相应品种和数量的消防器材及泄漏应急处理设备。装运本品的车辆排气管须有阻火装置。运输过程中要确保容器不泄漏、不倒塌、不坠落、不损坏。严禁与氧化剂等混装混运。运输途中应防曝晒、雨淋,防高温。中途停留时应远离火种、热源。车辆运输完毕应进行彻底清扫。铁路运输时要禁止溜放。?,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",呼吸系统防护措施,[呼吸系统防护措施],"{""name"":空气中粉尘浓度较高时,建议佩戴自吸过滤式防尘口罩。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",燃爆危害,[燃爆危害],"{""name"":本品易燃,具爆炸性。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",有害燃烧产物,[有害燃烧产物],"{""name"":一氧化碳、二氧化碳、氮氧化物。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",引燃温度___,[引燃温度___],"{""name"":170.0,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",其他有害作用,[其他有害作用],"{""name"":。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",气味,[气味],"{""name"":无味,""msds库"":msds库}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",相态,[相态],"{""name"":液态,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",眼睛接触,[眼睛接触],"{""name"":提起眼睑,用流动清水或生理盐水冲洗。就医。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",法规信息,[法规信息],"{""name"":化学危险物品安全管理条例 (1987年2月17日国务院发布),化学危险物品安全管理条例实施细则 (化劳发[1992] 677号),工作场所安全使用化学品规定 ([1996]劳部发423号)等法规,针对化学危险品的安全使用、生产、储存、运输、装卸等方面均作了相应规定；常用危险化学品的分类及标志 (GB 13690-92)将该物质划为第4.1 类易燃固体。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",危险货物编号,[危险货物编号],"{""name"":41031,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",CAS号,[CAS号],"{""name"":9004-70-0,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",UN编号,[UN编号],"{""name"":2556,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",禁配物,[禁配物],"{""msds库"":msds库,""name"":强氧化剂、胺类。}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",手部防护措施,[手部防护措施],"{""msds库"":msds库,""name"":戴一般作业防护手住}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",食入,[食入],"{""name"":饮足量温水,催吐。就医。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",熔点___,[熔点___],"{""name"":165,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",中文名称2,[中文名称2],"{""name"":硝化纤维素;火棉胶;火药棉;硝化火药,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",有害分解产物,[有害分解产物],"{""msds库"":msds库,""name"":不能出现}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",操作注意事项,[操作注意事项],"{""name"":密闭操作,局部排风。操作人员必须经过专门培训,严格遵守操作规程。建议操作人员佩戴自吸过滤式防尘口罩,穿防静电工作服。远离火种、热源,工作场所严禁吸烟。使用防爆型的通风系统和设备。避免产生粉尘。避免与氧化剂接触。搬运时要轻装轻卸,防止包装及容器损坏。禁止震动、撞击和摩擦。配备相应品种和数量的消防器材及泄漏应急处理设备。倒空的容器可能残留有害物。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",其他防护措施,[其他防护措施],"{""name"":工作现场禁止吸烟、进食和饮水。工作完毕,淋浴更衣。注意个人清洁卫生。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",颜色,[颜色],"{""msds库"":msds库,""name"":白色；微黄色}"
[危化品],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":汽油}",颜色,[颜色],"{""msds库"":msds库,""name"":无色；淡黄色}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",避免接触条件,[避免接触条件],"{""name"":受热。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",存储注意事项,[存储注意事项],"{""name"":储存于阴凉、通风的库房。远离火种、热源。库温不超过25℃,相对湿度不超过80%。保持容器密封。应与氧化剂等分开存放,切忌混储。采用防爆型照明、通风设施。禁止使用易产生火花的机械设备和工具。储区应备有合适的材料收容泄漏物。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",危险性类别,[危险性类别],"{""msds库"":msds库,""name"":第4.1类 易燃固体}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",相对密度_空气_1_,[相对密度_空气_1_],"{""name"":1.62,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",包装类别,[包装类别],"{""name"":Z01,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",闪点___,[闪点___],"{""name"":12.8,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",沸点___,[沸点___],"{""name"":83,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",灭火方法,[灭火方法],"{""name"":消防人员须在有防爆掩蔽处操作。尽可能将容器从火场移至空旷处。灭火剂：水、雾状水、泡沫、干粉、二氧化碳。禁止用砂土压盖。,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",有害物成分,[有害物成分],"{""name"":硝化棉,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",英文名称2,[英文名称2],"{""msds库"":msds库,""name"":Cellulosenitrate}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",分子式,[分子式],"{""name"":C12H17(ONO2)3O7～C12H14(ONO2)6O7,""msds库"":msds库}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",相态,[相态],"{""name"":固态,""msds库"":msds库}"
[事故状态类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":储存事故}",储存事故类型,[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":着火事故}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":第一时间了解灾情信息}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":a.第一出动的火场指挥员，应在行车途中与指挥中心保持联系，不断了解火场情况并及时听取上级指示，做好到场前的战斗准备。}"
[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":着火事故}",事故措施,[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":现场侦检}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":现场侦检}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":d.其他有关信息。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":应急处置}",着火事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":a.外围预先部署。到达火灾现场，指挥员在采取措施、组织力量控制火灾蔓延、防止爆炸的同时，必须组织到场力量在外围作强攻近战的部署，包括消防车占领水源铺设水带线路、确定进攻路线、调集增援力量等。}"
[事故状态类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":储存事故}",储存事故类型,[事故类型],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":爆炸事故}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":现场询情，制定处置方案}",爆炸事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":a.应急救援人员到现场后，要问清事故单位的有关工程技术人员和当事人，全面了解事故区域还存在哪些爆炸物品及其数量。事故点存放的是单一品种，还是多种爆炸物品。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":实施现场警戒与撤离}",爆炸事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":b.清除着火源、清除关停周围热源，关闭非防爆通信工具。}"
[措施名称],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":转移}",爆炸事故细则,[措施细则],"{""汽油危化品指导手册"":汽油危化品指导手册,""name"":a.对发生事故现场及附近未着火爆炸的物品在安全条件下应及时转移，防止火灾蔓延或爆炸物品的二次爆炸。}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":储存事故}",储存事故类型,[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":着火事故}"
[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":储存事故}",储存事故类型,[事故类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":爆炸事故}"
[危化品],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":硝化棉}",状态类型,[事故状态类型],"{""硝化棉危化品指导手册"":硝化棉危化品指导手册,""name"":运输事故处置程序}"
